Run,Cloud,Job Conf,Workflow,History,Inputs,Tool,Tool Version,State,Slots,Memory,Runtime (Sec),CPU,Memory Limit (Bytes),Memory Max usage (Bytes)
1,cascade,col-h,d6564bf7d9b7ac55,a168d6c06ca48e2c,SRR24043307 ucsc.hg38.knownGene.gtf,param_value_from_file,unknown,deleted,,,,,,
3,cascade,col-e,cd1d039379b89efa,f3d02a715044b9f4,SRR24043307 ucsc.hg38.knownGene.gtf,map_param_value,0.1.1,ok,1.0000000,4080.0000000,3.0000000,3300079456.0000000,4080218112.0000000,186396672.0000000
1,cascade,col-h,d6564bf7d9b7ac55,a168d6c06ca48e2c,SRR24043307 ucsc.hg38.knownGene.gtf,rna_star,2.7.8a+galaxy1,deleting,,,,,,
1,cascade,col-h,d6564bf7d9b7ac55,a168d6c06ca48e2c,SRR24043307 ucsc.hg38.knownGene.gtf,cutadapt,4.0+galaxy1,error,5.0000000,20401.0000000,0E-7,137526239.0000000,20401094656.0000000,12918784.0000000
1,cascade,col-e,cd1d039379b89efa,3b81bebafa4be6a6,SRR24043307 ucsc.hg38.knownGene.gtf,map_param_value,0.1.1,ok,1.0000000,4080.0000000,3.0000000,3379078809.0000000,4080218112.0000000,186306560.0000000
1,cascade,col-h,d6564bf7d9b7ac55,a168d6c06ca48e2c,SRR24043307 ucsc.hg38.knownGene.gtf,tp_awk_tool,1.1.2,deleting,,,,,,
2,cascade,col-e,cd1d039379b89efa,ae439ea9e9eb28b0,SRR24043307 ucsc.hg38.knownGene.gtf,cutadapt,4.0+galaxy1,error,5.0000000,20401.0000000,0E-7,137144476.0000000,20401094656.0000000,13127680.0000000
1,cascade,col-h,d6564bf7d9b7ac55,a168d6c06ca48e2c,SRR24043307 ucsc.hg38.knownGene.gtf,revertR2orientationInBam,0.0.2,deleted,,,,,,
3,cascade,col-h,d6564bf7d9b7ac55,6c7e84b4d7429fe8,SRR24043307 ucsc.hg38.knownGene.gtf,bamFilter,2.5.2+galaxy1,deleting,,,,,,
1,cascade,col-e,cd1d039379b89efa,3b81bebafa4be6a6,SRR24043307 ucsc.hg38.knownGene.gtf,tp_awk_tool,1.1.2,deleted,,,,,,
1,cascade,col-e,cd1d039379b89efa,3b81bebafa4be6a6,SRR24043307 ucsc.hg38.knownGene.gtf,cutadapt,4.0+galaxy1,error,5.0000000,20401.0000000,0E-7,144648717.0000000,20401094656.0000000,13287424.0000000
3,cascade,col-e,cd1d039379b89efa,f3d02a715044b9f4,SRR24043307 ucsc.hg38.knownGene.gtf,compose_text_param,0.1.1,ok,1.0000000,4080.0000000,4.0000000,3396513726.0000000,4080218112.0000000,186183680.0000000
3,cascade,col-d,cd1d039379b89efa,42cabd428c99414b,SRR24043307 ucsc.hg38.knownGene.gtf,rna_star,2.7.8a+galaxy1,deleting,,,,,,
1,cascade,col-d,cd1d039379b89efa,a18eb578f0b05734,SRR24043307 ucsc.hg38.knownGene.gtf,bamFilter,2.5.2+galaxy1,deleted,,,,,,
1,cascade,col-d,cd1d039379b89efa,a18eb578f0b05734,SRR24043307 ucsc.hg38.knownGene.gtf,tp_awk_tool,1.1.2,deleted,,,,,,
2,cascade,col-d,cd1d039379b89efa,f1bdc768eb475276,SRR24043307 ucsc.hg38.knownGene.gtf,revertR2orientationInBam,0.0.2,deleted,,,,,,
3,cascade,col-h,d6564bf7d9b7ac55,6c7e84b4d7429fe8,SRR24043307 ucsc.hg38.knownGene.gtf,map_param_value,0.1.1,ok,1.0000000,4080.0000000,4.0000000,3414399904.0000000,4080218112.0000000,185982976.0000000
3,cascade,col-h,d6564bf7d9b7ac55,6c7e84b4d7429fe8,SRR24043307 ucsc.hg38.knownGene.gtf,param_value_from_file,unknown,deleted,,,,,,
3,cascade,col-e,cd1d039379b89efa,f3d02a715044b9f4,SRR24043307 ucsc.hg38.knownGene.gtf,param_value_from_file,unknown,deleted,,,,,,
3,cascade,col-h,d6564bf7d9b7ac55,6c7e84b4d7429fe8,SRR24043307 ucsc.hg38.knownGene.gtf,cutadapt,4.0+galaxy1,error,5.0000000,20401.0000000,0E-7,135668534.0000000,20401094656.0000000,13225984.0000000
2,cascade,col-e,cd1d039379b89efa,ae439ea9e9eb28b0,SRR24043307 ucsc.hg38.knownGene.gtf,revertR2orientationInBam,0.0.2,deleted,,,,,,
2,cascade,col-e,cd1d039379b89efa,ae439ea9e9eb28b0,SRR24043307 ucsc.hg38.knownGene.gtf,map_param_value,0.1.1,ok,1.0000000,4080.0000000,4.0000000,3480225096.0000000,4080218112.0000000,186118144.0000000
2,cascade,col-e,cd1d039379b89efa,ae439ea9e9eb28b0,SRR24043307 ucsc.hg38.knownGene.gtf,rna_star,2.7.8a+galaxy1,deleting,,,,,,
3,cascade,col-d,cd1d039379b89efa,42cabd428c99414b,SRR24043307 ucsc.hg38.knownGene.gtf,cutadapt,4.0+galaxy1,error,5.0000000,20401.0000000,0E-7,140790091.0000000,20401094656.0000000,13246464.0000000
3,cascade,col-d,cd1d039379b89efa,42cabd428c99414b,SRR24043307 ucsc.hg38.knownGene.gtf,bamFilter,2.5.2+galaxy1,deleted,,,,,,
2,cascade,col-e,cd1d039379b89efa,ae439ea9e9eb28b0,SRR24043307 ucsc.hg38.knownGene.gtf,map_param_value,0.1.1,ok,1.0000000,4080.0000000,3.0000000,3276616430.0000000,4080218112.0000000,186011648.0000000
1,cascade,col-d,cd1d039379b89efa,a18eb578f0b05734,SRR24043307 ucsc.hg38.knownGene.gtf,map_param_value,0.1.1,ok,1.0000000,4080.0000000,3.0000000,3481612519.0000000,4080218112.0000000,186195968.0000000
2,cascade,col-d,cd1d039379b89efa,f1bdc768eb475276,SRR24043307 ucsc.hg38.knownGene.gtf,multiqc,1.11+galaxy1,deleted,,,,,,
2,cascade,col-d,cd1d039379b89efa,f1bdc768eb475276,SRR24043307 ucsc.hg38.knownGene.gtf,compose_text_param,0.1.1,ok,1.0000000,4080.0000000,3.0000000,3319831214.0000000,4080218112.0000000,186167296.0000000
1,cascade,col-d,cd1d039379b89efa,a18eb578f0b05734,SRR24043307 ucsc.hg38.knownGene.gtf,revertR2orientationInBam,0.0.2,deleted,,,,,,
3,cascade,col-e,cd1d039379b89efa,f3d02a715044b9f4,SRR24043307 ucsc.hg38.knownGene.gtf,rna_star,2.7.8a+galaxy1,deleting,,,,,,
2,cascade,col-h,d6564bf7d9b7ac55,947cbbd86feb3031,SRR24043307 ucsc.hg38.knownGene.gtf,multiqc,1.11+galaxy1,deleting,,,,,,
3,cascade,col-e,cd1d039379b89efa,f3d02a715044b9f4,SRR24043307 ucsc.hg38.knownGene.gtf,tp_awk_tool,1.1.2,deleted,,,,,,
2,cascade,col-e,cd1d039379b89efa,ae439ea9e9eb28b0,SRR24043307 ucsc.hg38.knownGene.gtf,param_value_from_file,unknown,deleted,,,,,,
2,cascade,col-e,cd1d039379b89efa,ae439ea9e9eb28b0,SRR24043307 ucsc.hg38.knownGene.gtf,map_param_value,0.1.1,ok,1.0000000,4080.0000000,3.0000000,3534464432.0000000,4080218112.0000000,185982976.0000000
2,cascade,col-e,cd1d039379b89efa,ae439ea9e9eb28b0,SRR24043307 ucsc.hg38.knownGene.gtf,multiqc,1.11+galaxy1,deleting,,,,,,
3,cascade,col-e,cd1d039379b89efa,f3d02a715044b9f4,SRR24043307 ucsc.hg38.knownGene.gtf,map_param_value,0.1.1,error,,,,,,
1,cascade,col-h,d6564bf7d9b7ac55,a168d6c06ca48e2c,SRR24043307 ucsc.hg38.knownGene.gtf,cutadapt,4.0+galaxy1,error,5.0000000,20401.0000000,0E-7,138784186.0000000,20401094656.0000000,13127680.0000000
